Candidate_Name,Candidate_Skills,Candidate_Exp_Level,Rank,Job_Title,Company,Location,Required_Skills,Job_Exp_Level,Salary,Industry,Skill_Similarity,Final_Score
Jaime Mora,"power bi, accounting, tableau, risk analysis, valuation",Senior Level,2,"Nurse, adult",Gomez-Collins,San Francisco,risk analysis,Senior Level,92000.0,Finance,0.2236,0.205
Jaime Mora,"power bi, accounting, tableau, risk analysis, valuation",Senior Level,3,"Engineer, production",Bailey and Sons,Sydney,risk analysis,Senior Level,55000.0,Finance,0.2236,0.205
Alexandra Howell,"sql, tableau, budgeting, forecasting, excel",Mid Level,1,Community education officer,Mcguire Ltd,New York,"excel, sql",Mid Level,144000.0,Finance,0.3281,0.2939
Alexandra Howell,"sql, tableau, budgeting, forecasting, excel",Mid Level,2,Science writer,Baker LLC,San Francisco,"sql, excel",Mid Level,75000.0,Finance,0.3281,0.2939
Alexandra Howell,"sql, tableau, budgeting, forecasting, excel",Mid Level,3,TEFL teacher,"Gallagher, Delacruz and Hoover",Bangalore,"excel, sql",Mid Level,105000.0,Finance,0.3281,0.2939
Tina White,"excel, risk analysis, budgeting, valuation, accounting",Entry Level,1,"Production assistant, radio",Thompson-Silva,Toronto,"risk analysis, excel",Entry Level,127000.0,Finance,0.3513,0.3136
Tina White,"excel, risk analysis, budgeting, valuation, accounting",Entry Level,2,"Administrator, charities/voluntary organisations",Garcia-Martin,London,"excel, risk analysis",Entry Level,119000.0,Finance,0.3513,0.3136
Tina White,"excel, risk analysis, budgeting, valuation, accounting",Entry Level,3,Broadcast presenter,"Meyers, Lee and Castro",San Francisco,"excel, risk analysis",Entry Level,40000.0,Finance,0.3513,0.3136
John Chaney,"sql, budgeting, forecasting, valuation, risk analysis",Entry Level,1,Electronics engineer,Smith-Johnson,New York,"risk analysis, sql",Entry Level,130000.0,Finance,0.3276,0.2934
John Chaney,"sql, budgeting, forecasting, valuation, risk analysis",Entry Level,2,Mudlogger,Mosley and Sons,San Francisco,"sql, risk analysis",Entry Level,47000.0,Finance,0.3276,0.2934
John Chaney,"sql, budgeting, forecasting, valuation, risk analysis",Entry Level,3,Higher education lecturer,Marshall Inc,Berlin,"sql, risk analysis",Entry Level,44000.0,Finance,0.3276,0.2934
Alexis Baker,"forecasting, financial modeling, excel, tableau, power bi",Entry Level,1,Landscape architect,Green-Brooks,New York,"financial modeling, excel",Entry Level,78000.0,Finance,0.3505,0.3129
Alexis Baker,"forecasting, financial modeling, excel, tableau, power bi",Entry Level,2,Financial adviser,Delacruz-Cohen,Toronto,"excel, financial modeling",Entry Level,147000.0,Finance,0.3505,0.3129
Alexis Baker,"forecasting, financial modeling, excel, tableau, power bi",Entry Level,3,"Administrator, education","Cooper, Cole and Garner",Berlin,"financial modeling, excel",Entry Level,55000.0,Finance,0.3505,0.3129
Traci Anderson,"tableau, valuation, excel, power b, accounting",Entry Level,1,Contracting civil engineer,"Johnson, Gilbert and Malone",London,excel,Entry Level,59000.0,Finance,0.2012,0.1861
Traci Anderson,"tableau, valuation, excel, power b, accounting",Entry Level,2,Television floor manager,Holland Inc,Berlin,excel,Entry Level,143000.0,Finance,0.2012,0.1861
Traci Anderson,"tableau, valuation, excel, power b, accounting",Entry Level,3,Administrator,Lopez LLC,Sydney,excel,Entry Level,95000.0,Finance,0.2012,0.1861
David Blair,"accounting, sql, tableau, valuation, financial modeling",Entry Level,1,Forest/woodland manager,Dominguez-Nelson,Berlin,"sql, financial modeling",Entry Level,102000.0,Finance,0.3293,0.2949
David Blair,"accounting, sql, tableau, valuation, financial modeling",Entry Level,2,Armed forces training and education officer,Nichols-Green,Sydney,"financial modeling, sql",Entry Level,121000.0,Finance,0.3293,0.2949
David Blair,"accounting, sql, tableau, valuation, financial modeling",Entry Level,3,Materials engineer,Phillips LLC,London,"financial modeling, sql",Entry Level,53000.0,Finance,0.3293,0.2949
Rodney Meyer,"risk analysis, forecasting, power bi, financial modeling, tableau",Entry Level,1,"Administrator, arts",Macias-Matthews,Sydney,"financial modeling, risk analysis",Entry Level,109000.0,Finance,0.3509,0.3133
Rodney Meyer,"risk analysis, forecasting, power bi, financial modeling, tableau",Entry Level,2,"Surveyor, quantity",Swanson-White,Sydney,"financial modeling, risk analysis",Entry Level,58000.0,Finance,0.3509,0.3133
Rodney Meyer,"risk analysis, forecasting, power bi, financial modeling, tableau",Entry Level,3,Personnel officer,"Moss, Carpenter and Daniels",Berlin,"financial modeling, risk analysis",Entry Level,127000.0,Finance,0.3509,0.3133
Kathleen Nguyen,"power bi, forecasting, budgeting, valuation, excel",Senior Level,1,Research scientist (medical),Fernandez and Sons,Sydney,excel,Senior Level,130000.0,Finance,0.2226,0.2042
Kathleen Nguyen,"power bi, forecasting, budgeting, valuation, excel",Senior Level,2,"Education officer, environmental",Guzman-Bailey,Berlin,excel,Senior Level,117000.0,Finance,0.2226,0.2042
Kathleen Nguyen,"power bi, forecasting, budgeting, valuation, excel",Senior Level,3,Product manager,Brown-Espinoza,New York,excel,Senior Level,59000.0,Finance,0.2226,0.2042
Maria Murray,"valuation, accounting, budgeting, financial modeling, excel",Entry Level,1,Landscape architect,Green-Brooks,New York,"financial modeling, excel",Entry Level,78000.0,Finance,0.3523,0.3144
Maria Murray,"valuation, accounting, budgeting, financial modeling, excel",Entry Level,2,Financial adviser,Delacruz-Cohen,Toronto,"excel, financial modeling",Entry Level,147000.0,Finance,0.3523,0.3144
Maria Murray,"valuation, accounting, budgeting, financial modeling, excel",Entry Level,3,"Administrator, education","Cooper, Cole and Garner",Berlin,"financial modeling, excel",Entry Level,55000.0,Finance,0.3523,0.3144
Aaron Roy,"budgeting, accounting, power bi, sql, financial modeling",Entry Level,1,Forest/woodland manager,Dominguez-Nelson,Berlin,"sql, financial modeling",Entry Level,102000.0,Finance,0.331,0.2964
Aaron Roy,"budgeting, accounting, power bi, sql, financial modeling",Entry Level,2,Armed forces training and education officer,Nichols-Green,Sydney,"financial modeling, sql",Entry Level,121000.0,Finance,0.331,0.2964
Aaron Roy,"budgeting, accounting, power bi, sql, financial modeling",Entry Level,3,Materials engineer,Phillips LLC,London,"financial modeling, sql",Entry Level,53000.0,Finance,0.331,0.2964
Tony Whitney,"tableau, financial modeling, valuation, forecasting, accounting",Senior Level,1,"Engineer, aeronautical",Richard LLC,San Francisco,financial modeling,Senior Level,84000.0,Finance,0.2243,0.2057
Tony Whitney,"tableau, financial modeling, valuation, forecasting, accounting",Senior Level,2,Tax adviser,Vasquez-Harris,Toronto,financial modeling,Senior Level,49000.0,Finance,0.2243,0.2057
Tony Whitney,"tableau, financial modeling, valuation, forecasting, accounting",Senior Level,3,Chartered loss adjuster,Wiggins-Baker,London,financial modeling,Senior Level,117000.0,Finance,0.2243,0.2057
Carla Solomon,"accounting, tableau, forecasting, power bi, financial modeling",Senior Level,1,"Engineer, aeronautical",Richard LLC,San Francisco,financial modeling,Senior Level,84000.0,Finance,0.2247,0.206
Carla Solomon,"accounting, tableau, forecasting, power bi, financial modeling",Senior Level,2,Tax adviser,Vasquez-Harris,Toronto,financial modeling,Senior Level,49000.0,Finance,0.2247,0.206
Carla Solomon,"accounting, tableau, forecasting, power bi, financial modeling",Senior Level,3,Chartered loss adjuster,Wiggins-Baker,London,financial modeling,Senior Level,117000.0,Finance,0.2247,0.206
Wesley Nicholson,"budgeting, valuation, forecasting, tableau, power bi",Mid Level,1,Agricultural engineer,Miller LLC,Sydney,react,Mid Level,130000.0,Software,0.0,0.015
Wesley Nicholson,"budgeting, valuation, forecasting, tableau, power bi",Mid Level,2,Pharmacologist,Johnson and Sons,San Francisco,"sales, customer service",Mid Level,40000.0,Retail,0.0,0.015
Wesley Nicholson,"budgeting, valuation, forecasting, tableau, power bi",Mid Level,3,Higher education careers adviser,Hawkins-Jordan,London,research,Mid Level,52000.0,Education,0.0,0.015
Kenneth King,"sql, power bi, valuation, budgetin, risk analysis",Mid Level,1,Radio producer,"Harris, Johnson and Price",Toronto,"sql, risk analysis",Mid Level,124000.0,Finance,0.2938,0.2647
Kenneth King,"sql, power bi, valuation, budgetin, risk analysis",Mid Level,2,Site engineer,Shields-Booth,Toronto,"sql, risk analysis",Mid Level,104000.0,Finance,0.2938,0.2647
Kenneth King,"sql, power bi, valuation, budgetin, risk analysis",Mid Level,3,Theatre manager,Mcdonald Inc,London,"risk analysis, sql",Mid Level,49000.0,Finance,0.2938,0.2647
Joseph Barrett,"accounting, financial modeling, risk analysis, forecasting, budgeting",Mid Level,1,Location manager,Torres-Thompson,Sydney,"risk analysis, financial modeling",Mid Level,44000.0,Finance,0.3524,0.3146
Joseph Barrett,"accounting, financial modeling, risk analysis, forecasting, budgeting",Mid Level,2,Chief of Staff,Brown-Mcgrath,Bangalore,"financial modeling, risk analysis",Mid Level,52000.0,Finance,0.3524,0.3146
Joseph Barrett,"accounting, financial modeling, risk analysis, forecasting, budgeting",Mid Level,3,Scientific laboratory technician,Harris-Golden,New York,"risk analysis, financial modeling",Mid Level,98000.0,Finance,0.3524,0.3146
Andrew Becker,"risk analysis, forecasting, tableau, accounting, sql",Mid Level,1,Biomedical engineer,Rowe-White,Sydney,"risk analysis, sql",Mid Level,81000.0,Finance,0.3279,0.2937
Andrew Becker,"risk analysis, forecasting, tableau, accounting, sql",Mid Level,2,Ergonomist,"Gross, Leon and Terry",Bangalore,"sql, risk analysis",Mid Level,51000.0,Finance,0.3279,0.2937
Andrew Becker,"risk analysis, forecasting, tableau, accounting, sql",Mid Level,3,Primary school teacher,"Phillips, Guzman and Brewer",San Francisco,"risk analysis, sql",Mid Level,148000.0,Finance,0.3279,0.2937
Antonio Harding,"power bi, tableau, risk analysis, forecasting, exce",Senior Level,1,"Programmer, applications",Mathis-Robertson,Sydney,risk analysis,Senior Level,45000.0,Finance,0.2043,0.1886
Antonio Harding,"power bi, tableau, risk analysis, forecasting, exce",Senior Level,2,"Nurse, adult",Gomez-Collins,San Francisco,risk analysis,Senior Level,92000.0,Finance,0.2043,0.1886
Antonio Harding,"power bi, tableau, risk analysis, forecasting, exce",Senior Level,3,"Engineer, production",Bailey and Sons,Sydney,risk analysis,Senior Level,55000.0,Finance,0.2043,0.1886
Erika Hughes,"budgeting, financial modelin, risk analysis, accounting, tableau",Entry Level,1,"Therapist, art","Berger, Allen and Rojas",Sydney,risk analysis,Entry Level,86000.0,Finance,0.2074,0.1913
Erika Hughes,"budgeting, financial modelin, risk analysis, accounting, tableau",Entry Level,2,Marketing executive,Dickson Inc,London,risk analysis,Entry Level,100000.0,Finance,0.2074,0.1913
Erika Hughes,"budgeting, financial modelin, risk analysis, accounting, tableau",Entry Level,3,Air cabin crew,Miles PLC,Sydney,risk analysis,Entry Level,67000.0,Finance,0.2074,0.1913
Elizabeth Lynch,"excel, tableau, budgetin, sql, risk analysis",Entry Level,1,Financial trader,Carter Inc,San Francisco,"excel, risk analysis, sql",Entry Level,74000.0,Finance,0.411,0.3643
Elizabeth Lynch,"excel, tableau, budgetin, sql, risk analysis",Entry Level,2,Company secretary,"Baker, Henry and Meza",London,"risk analysis, sql, excel",Entry Level,136000.0,Finance,0.411,0.3643
Elizabeth Lynch,"excel, tableau, budgetin, sql, risk analysis",Entry Level,3,Civil Service fast streamer,"Schneider, Williams and Shaw",London,"sql, excel, risk analysis",Entry Level,134000.0,Finance,0.411,0.3643
Jonathan Chen,,Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Jonathan Chen,,Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Jonathan Chen,,Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Juan David,"accounting, financial modeling, excel, power bi, tableau",Senior Level,1,Animal nutritionist,Daniel-Martin,Berlin,"financial modeling, excel",Senior Level,80000.0,Finance,0.3521,0.3143
Juan David,"accounting, financial modeling, excel, power bi, tableau",Senior Level,2,"Lecturer, higher education","Ford, Middleton and Simmons",London,"excel, financial modeling",Senior Level,76000.0,Finance,0.3521,0.3143
Juan David,"accounting, financial modeling, excel, power bi, tableau",Senior Level,3,Cytogeneticist,Walters-Wallace,Berlin,"excel, financial modeling",Senior Level,72000.0,Finance,0.3521,0.3143
Calvin Braun,"valuation, financial modeling, forecasting, budgeting, power bi",Mid Level,1,"Designer, furniture",French Group,New York,financial modeling,Mid Level,120000.0,Finance,0.2245,0.2059
Calvin Braun,"valuation, financial modeling, forecasting, budgeting, power bi",Mid Level,2,"Education officer, community",Hart-Hansen,Sydney,financial modeling,Mid Level,143000.0,Finance,0.2245,0.2059
Calvin Braun,"valuation, financial modeling, forecasting, budgeting, power bi",Mid Level,3,Counsellor,"Sanchez, Duncan and Campos",London,financial modeling,Mid Level,147000.0,Finance,0.2245,0.2059
Anthony Gonzalez,"risk analysis, budgeting, valuation, financial modeling, sql",Entry Level,1,Hospital doctor,"Scott, Davis and Robinson",Toronto,"financial modeling, sql, risk analysis",Entry Level,83000.0,Finance,0.4734,0.4174
Anthony Gonzalez,"risk analysis, budgeting, valuation, financial modeling, sql",Entry Level,2,Land/geomatics surveyor,Morse-Robinson,London,"risk analysis, financial modeling, sql",Entry Level,119000.0,Finance,0.4734,0.4174
Anthony Gonzalez,"risk analysis, budgeting, valuation, financial modeling, sql",Entry Level,3,Hospital doctor,"Arnold, Brown and Mccoy",Berlin,"financial modeling, risk analysis, sql",Entry Level,68000.0,Finance,0.4734,0.4174
Troy Ford,"budgeting, tableau, power bi, accounting, financial modeling",Mid Level,1,"Designer, furniture",French Group,New York,financial modeling,Mid Level,120000.0,Finance,0.226,0.2071
Troy Ford,"budgeting, tableau, power bi, accounting, financial modeling",Mid Level,2,"Education officer, community",Hart-Hansen,Sydney,financial modeling,Mid Level,143000.0,Finance,0.226,0.2071
Troy Ford,"budgeting, tableau, power bi, accounting, financial modeling",Mid Level,3,Counsellor,"Sanchez, Duncan and Campos",London,financial modeling,Mid Level,147000.0,Finance,0.226,0.2071
Amy Martin,"budgeting, power bi, financial modeling, forecasting, sql",Mid Level,1,Structural engineer,"Lee, Rangel and Moore",San Francisco,"sql, financial modeling",Mid Level,63000.0,Finance,0.3294,0.295
Amy Martin,"budgeting, power bi, financial modeling, forecasting, sql",Mid Level,2,Race relations officer,Lopez-Rhodes,London,"financial modeling, sql",Mid Level,149000.0,Finance,0.3294,0.295
Amy Martin,"budgeting, power bi, financial modeling, forecasting, sql",Mid Level,3,Insurance claims handler,"Smith, Smith and Jacobs",Berlin,"financial modeling, sql",Mid Level,88000.0,Finance,0.3294,0.295
Kristen Cooper,"financial modeling, tableau, power bi, valuation, accounting",Entry Level,1,Intelligence analyst,Romero Ltd,Berlin,financial modeling,Entry Level,69000.0,Finance,0.2249,0.2062
Kristen Cooper,"financial modeling, tableau, power bi, valuation, accounting",Entry Level,2,Interior and spatial designer,Torres LLC,London,financial modeling,Entry Level,47000.0,Finance,0.2249,0.2062
Kristen Cooper,"financial modeling, tableau, power bi, valuation, accounting",Entry Level,3,Outdoor activities/education manager,"Nelson, Thomas and Drake",London,financial modeling,Entry Level,43000.0,Finance,0.2249,0.2062
Thomas Rice,"risk analysis, budgeting, financial modeling, valuation, sql",Entry Level,1,Hospital doctor,"Scott, Davis and Robinson",Toronto,"financial modeling, sql, risk analysis",Entry Level,83000.0,Finance,0.4734,0.4174
Thomas Rice,"risk analysis, budgeting, financial modeling, valuation, sql",Entry Level,2,Land/geomatics surveyor,Morse-Robinson,London,"risk analysis, financial modeling, sql",Entry Level,119000.0,Finance,0.4734,0.4174
Thomas Rice,"risk analysis, budgeting, financial modeling, valuation, sql",Entry Level,3,Hospital doctor,"Arnold, Brown and Mccoy",Berlin,"financial modeling, risk analysis, sql",Entry Level,68000.0,Finance,0.4734,0.4174
Amanda Wood,"forecasting, valuation, risk analysis, excel, accounting",Entry Level,1,"Production assistant, radio",Thompson-Silva,Toronto,"risk analysis, excel",Entry Level,127000.0,Finance,0.3489,0.3116
Amanda Wood,"forecasting, valuation, risk analysis, excel, accounting",Entry Level,2,"Administrator, charities/voluntary organisations",Garcia-Martin,London,"excel, risk analysis",Entry Level,119000.0,Finance,0.3489,0.3116
Amanda Wood,"forecasting, valuation, risk analysis, excel, accounting",Entry Level,3,Broadcast presenter,"Meyers, Lee and Castro",San Francisco,"excel, risk analysis",Entry Level,40000.0,Finance,0.3489,0.3116
Michele Hancock,"risk analysis, accounting, budgeting, valuation, power bi",Mid Level,1,Insurance underwriter,"Wilson, Becker and Griffin",London,risk analysis,Mid Level,69000.0,Finance,0.2241,0.2055
Michele Hancock,"risk analysis, accounting, budgeting, valuation, power bi",Mid Level,2,Diplomatic Services operational officer,Thompson LLC,Sydney,risk analysis,Mid Level,100000.0,Finance,0.2241,0.2055
Michele Hancock,"risk analysis, accounting, budgeting, valuation, power bi",Mid Level,3,Operational researcher,Graves LLC,Bangalore,risk analysis,Mid Level,49000.0,Finance,0.2241,0.2055
Alan Moore,"financial modeling, risk analysis, budgeting, accounting, excel",Mid Level,1,Media buyer,Diaz-Hughes,San Francisco,"excel, risk analysis, financial modeling",Mid Level,54000.0,Finance,0.4936,0.4345
Alan Moore,"financial modeling, risk analysis, budgeting, accounting, excel",Mid Level,2,Theatre director,Castillo-Mcdonald,London,"risk analysis, financial modeling, excel",Mid Level,139000.0,Finance,0.4936,0.4345
Alan Moore,"financial modeling, risk analysis, budgeting, accounting, excel",Mid Level,3,"Surveyor, land/geomatics","Cooper, Mays and Gay",New York,"risk analysis, excel, financial modeling",Mid Level,109000.0,Finance,0.4936,0.4345
Aaron Mcclure,"accounting, sql, tableau, excel, financial modeling",Senior Level,1,"Engineer, building services","Joseph, Hunt and Garrett",Bangalore,"excel, sql, financial modeling",Senior Level,54000.0,Finance,0.4737,0.4176
Aaron Mcclure,"accounting, sql, tableau, excel, financial modeling",Senior Level,2,"Pharmacist, hospital",Serrano-Lopez,Toronto,"financial modeling, sql, excel",Senior Level,105000.0,Finance,0.4737,0.4176
Aaron Mcclure,"accounting, sql, tableau, excel, financial modeling",Senior Level,3,Recycling officer,Davis-Thompson,Sydney,"excel, sql, financial modeling",Senior Level,119000.0,Finance,0.4737,0.4176
Mr. Joseph Price,"budgeting, power bi, tableau, forecasting, sql",Entry Level,1,Museum/gallery curator,Meyer and Sons,Sydney,sql,Entry Level,46000.0,Software,0.1914,0.1777
Mr. Joseph Price,"budgeting, power bi, tableau, forecasting, sql",Entry Level,2,"Designer, jewellery",Powell-May,Toronto,sql,Entry Level,103000.0,Software,0.1914,0.1777
Mr. Joseph Price,"budgeting, power bi, tableau, forecasting, sql",Entry Level,3,Barrister's clerk,Jones-Brown,San Francisco,sql,Entry Level,50000.0,Finance,0.1914,0.1777
Michael Smith,"financial modeling, power bi, sql, forecasting, budgeting",Entry Level,1,Forest/woodland manager,Dominguez-Nelson,Berlin,"sql, financial modeling",Entry Level,102000.0,Finance,0.3294,0.295
Michael Smith,"financial modeling, power bi, sql, forecasting, budgeting",Entry Level,2,Armed forces training and education officer,Nichols-Green,Sydney,"financial modeling, sql",Entry Level,121000.0,Finance,0.3294,0.295
Michael Smith,"financial modeling, power bi, sql, forecasting, budgeting",Entry Level,3,Materials engineer,Phillips LLC,London,"financial modeling, sql",Entry Level,53000.0,Finance,0.3294,0.295
Amber Taylor,"risk analysis, sql, power bi, financial modeling, accounting",Senior Level,1,"Education officer, environmental",Wallace-Gordon,Berlin,"risk analysis, sql, financial modeling",Senior Level,95000.0,Finance,0.4736,0.4176
Amber Taylor,"risk analysis, sql, power bi, financial modeling, accounting",Senior Level,2,"Teacher, early years/pre",Norris-Mckee,Berlin,"risk analysis, financial modeling, sql",Senior Level,69000.0,Finance,0.4736,0.4176
Amber Taylor,"risk analysis, sql, power bi, financial modeling, accounting",Senior Level,3,Training and development officer,Griffith-Burnett,San Francisco,"financial modeling, risk analysis, sql",Senior Level,76000.0,Finance,0.4736,0.4176
Cynthia Martin,"power bi, excel, financial modeling, forecasting, sql",Mid Level,1,Armed forces operational officer,"Schroeder, Ray and Miller",New York,"sql, financial modeling, excel",Mid Level,93000.0,Finance,0.4703,0.4147
Cynthia Martin,"power bi, excel, financial modeling, forecasting, sql",Mid Level,2,Materials engineer,"Diaz, Adams and Sparks",Sydney,"sql, excel, financial modeling",Mid Level,147000.0,Finance,0.4703,0.4147
Cynthia Martin,"power bi, excel, financial modeling, forecasting, sql",Mid Level,3,Barista,Collins-Reyes,San Francisco,"excel, financial modeling, sql",Mid Level,74000.0,Finance,0.4703,0.4147
Darrell Wong,"accounting, excel, power bi, sql, budgeting",Mid Level,1,Community education officer,Mcguire Ltd,New York,"excel, sql",Mid Level,144000.0,Finance,0.3295,0.295
Darrell Wong,"accounting, excel, power bi, sql, budgeting",Mid Level,2,Science writer,Baker LLC,San Francisco,"sql, excel",Mid Level,75000.0,Finance,0.3295,0.295
Darrell Wong,"accounting, excel, power bi, sql, budgeting",Mid Level,3,TEFL teacher,"Gallagher, Delacruz and Hoover",Bangalore,"excel, sql",Mid Level,105000.0,Finance,0.3295,0.295
Wendy Golden,"budgeting, accounting, sql, financial modeling, tableau",Mid Level,1,Structural engineer,"Lee, Rangel and Moore",San Francisco,"sql, financial modeling",Mid Level,63000.0,Finance,0.3313,0.2966
Wendy Golden,"budgeting, accounting, sql, financial modeling, tableau",Mid Level,2,Race relations officer,Lopez-Rhodes,London,"financial modeling, sql",Mid Level,149000.0,Finance,0.3313,0.2966
Wendy Golden,"budgeting, accounting, sql, financial modeling, tableau",Mid Level,3,Insurance claims handler,"Smith, Smith and Jacobs",Berlin,"financial modeling, sql",Mid Level,88000.0,Finance,0.3313,0.2966
Ruben Hartman,"power bi, sql, tableau, excel, accounting",Senior Level,1,Claims inspector/assessor,Smith-Richards,London,"excel, sql",Senior Level,62000.0,Finance,0.3285,0.2942
Ruben Hartman,"power bi, sql, tableau, excel, accounting",Senior Level,2,Television production assistant,"Lee, Wilkins and Parrish",London,"excel, sql",Senior Level,135000.0,Finance,0.3285,0.2942
Ruben Hartman,"power bi, sql, tableau, excel, accounting",Senior Level,3,Horticultural therapist,Williams-Jones,Bangalore,"sql, excel",Senior Level,107000.0,Finance,0.3285,0.2942
Andrea Bailey,"budgeting, power bi, risk analysis, accounting, financial modeling",Mid Level,1,Location manager,Torres-Thompson,Sydney,"risk analysis, financial modeling",Mid Level,44000.0,Finance,0.3536,0.3155
Andrea Bailey,"budgeting, power bi, risk analysis, accounting, financial modeling",Mid Level,2,Chief of Staff,Brown-Mcgrath,Bangalore,"financial modeling, risk analysis",Mid Level,52000.0,Finance,0.3536,0.3155
Andrea Bailey,"budgeting, power bi, risk analysis, accounting, financial modeling",Mid Level,3,Scientific laboratory technician,Harris-Golden,New York,"risk analysis, financial modeling",Mid Level,98000.0,Finance,0.3536,0.3155
Sierra Clark,"valuation, excel, budgeting, sql, accounting",Mid Level,1,Community education officer,Mcguire Ltd,New York,"excel, sql",Mid Level,144000.0,Finance,0.3287,0.2944
Sierra Clark,"valuation, excel, budgeting, sql, accounting",Mid Level,2,Science writer,Baker LLC,San Francisco,"sql, excel",Mid Level,75000.0,Finance,0.3287,0.2944
Sierra Clark,"valuation, excel, budgeting, sql, accounting",Mid Level,3,TEFL teacher,"Gallagher, Delacruz and Hoover",Bangalore,"excel, sql",Mid Level,105000.0,Finance,0.3287,0.2944
Kevin Bentley,"valuation, risk analysis, tableau, sql, excel",Entry Level,1,Financial trader,Carter Inc,San Francisco,"excel, risk analysis, sql",Entry Level,74000.0,Finance,0.4704,0.4149
Kevin Bentley,"valuation, risk analysis, tableau, sql, excel",Entry Level,2,Company secretary,"Baker, Henry and Meza",London,"risk analysis, sql, excel",Entry Level,136000.0,Finance,0.4704,0.4149
Kevin Bentley,"valuation, risk analysis, tableau, sql, excel",Entry Level,3,Civil Service fast streamer,"Schneider, Williams and Shaw",London,"sql, excel, risk analysis",Entry Level,134000.0,Finance,0.4704,0.4149
Jordan Bray,"power bi, risk analysis, accounting, financial modelin, forecasting",Entry Level,1,"Therapist, art","Berger, Allen and Rojas",Sydney,risk analysis,Entry Level,86000.0,Finance,0.2063,0.1904
Jordan Bray,"power bi, risk analysis, accounting, financial modelin, forecasting",Entry Level,2,Marketing executive,Dickson Inc,London,risk analysis,Entry Level,100000.0,Finance,0.2063,0.1904
Jordan Bray,"power bi, risk analysis, accounting, financial modelin, forecasting",Entry Level,3,Air cabin crew,Miles PLC,Sydney,risk analysis,Entry Level,67000.0,Finance,0.2063,0.1904
Wendy Christensen,"valuation, excel, tableau, accountin, power bi",Mid Level,1,"Designer, exhibition/display","Meyer, Banks and Jones",San Francisco,excel,Mid Level,145000.0,Finance,0.201,0.1859
Wendy Christensen,"valuation, excel, tableau, accountin, power bi",Mid Level,2,Chartered loss adjuster,Huff PLC,Bangalore,excel,Mid Level,131000.0,Finance,0.201,0.1859
Wendy Christensen,"valuation, excel, tableau, accountin, power bi",Mid Level,3,Air traffic controller,"Brown, Day and Raymond",Bangalore,excel,Mid Level,123000.0,Finance,0.201,0.1859
Jeffrey Kim,"sql, tableau, excel, valuation, financial modeling",Mid Level,1,Armed forces operational officer,"Schroeder, Ray and Miller",New York,"sql, financial modeling, excel",Mid Level,93000.0,Finance,0.4713,0.4156
Jeffrey Kim,"sql, tableau, excel, valuation, financial modeling",Mid Level,2,Materials engineer,"Diaz, Adams and Sparks",Sydney,"sql, excel, financial modeling",Mid Level,147000.0,Finance,0.4713,0.4156
Jeffrey Kim,"sql, tableau, excel, valuation, financial modeling",Mid Level,3,Barista,Collins-Reyes,San Francisco,"excel, financial modeling, sql",Mid Level,74000.0,Finance,0.4713,0.4156
Robert Boyer,"tableau, sql, budgeting, financial modeling, forecasting",Entry Level,1,Forest/woodland manager,Dominguez-Nelson,Berlin,"sql, financial modeling",Entry Level,102000.0,Finance,0.3297,0.2952
Robert Boyer,"tableau, sql, budgeting, financial modeling, forecasting",Entry Level,2,Armed forces training and education officer,Nichols-Green,Sydney,"financial modeling, sql",Entry Level,121000.0,Finance,0.3297,0.2952
Robert Boyer,"tableau, sql, budgeting, financial modeling, forecasting",Entry Level,3,Materials engineer,Phillips LLC,London,"financial modeling, sql",Entry Level,53000.0,Finance,0.3297,0.2952
Katie Jackson,"power bi, forecasting, valuation, financial modeling, tableau",Entry Level,1,Intelligence analyst,Romero Ltd,Berlin,financial modeling,Entry Level,69000.0,Finance,0.224,0.2054
Katie Jackson,"power bi, forecasting, valuation, financial modeling, tableau",Entry Level,2,Interior and spatial designer,Torres LLC,London,financial modeling,Entry Level,47000.0,Finance,0.224,0.2054
Katie Jackson,"power bi, forecasting, valuation, financial modeling, tableau",Entry Level,3,Outdoor activities/education manager,"Nelson, Thomas and Drake",London,financial modeling,Entry Level,43000.0,Finance,0.224,0.2054
Michelle Lewis,"risk analysis, tableau, valuation, sql, excel",Senior Level,1,Meteorologist,Gallegos-Hayden,Bangalore,"sql, excel, risk analysis",Senior Level,78000.0,Finance,0.4704,0.4149
Michelle Lewis,"risk analysis, tableau, valuation, sql, excel",Senior Level,2,Firefighter,Robertson Group,Sydney,"sql, risk analysis, excel",Senior Level,103000.0,Finance,0.4704,0.4149
Michelle Lewis,"risk analysis, tableau, valuation, sql, excel",Senior Level,3,Company secretary,Martin-Edwards,Bangalore,"excel, risk analysis, sql",Senior Level,139000.0,Finance,0.4704,0.4149
Victoria Berger,"forecasting, excel, budgeting, risk analysis, valuation",Entry Level,1,"Production assistant, radio",Thompson-Silva,Toronto,"risk analysis, excel",Entry Level,127000.0,Finance,0.3497,0.3122
