Candidate_Name,Candidate_Skills,Candidate_Exp_Level,Rank,Job_Title,Company,Location,Required_Skills,Job_Exp_Level,Salary,Industry,Skill_Similarity,Final_Score,Skill_Overlap_Ratio,Level_Match
Brianna Hurst,"risk analysis, power bi, valuation, tableau, forecasting",Mid Level,3,Operational researcher,Graves LLC,Bangalore,risk analysis,Mid Level,49000.0,Finance,0.2227,0.2043,1.0,True
Brandi Richardson,"risk analysis, financial modeling, forecasting, power bi, budgeting",Entry Level,1,"Administrator, arts",Macias-Matthews,Sydney,"financial modeling, risk analysis",Entry Level,109000.0,Finance,0.3519,0.3141,1.0,True
Brandi Richardson,"risk analysis, financial modeling, forecasting, power bi, budgeting",Entry Level,2,"Surveyor, quantity",Swanson-White,Sydney,"financial modeling, risk analysis",Entry Level,58000.0,Finance,0.3519,0.3141,1.0,True
Brandi Richardson,"risk analysis, financial modeling, forecasting, power bi, budgeting",Entry Level,3,Personnel officer,"Moss, Carpenter and Daniels",Berlin,"financial modeling, risk analysis",Entry Level,127000.0,Finance,0.3519,0.3141,1.0,True
James Taylor,"excel, accounting, risk analysi, sql, power bi",Entry Level,1,"Psychotherapist, dance movement","Duffy, Hanson and Watson",London,"excel, sql",Entry Level,102000.0,Finance,0.2943,0.2652,1.0,True
James Taylor,"excel, accounting, risk analysi, sql, power bi",Entry Level,2,Counsellor,Davis-Underwood,Toronto,"excel, sql",Entry Level,134000.0,Finance,0.2943,0.2652,1.0,True
James Taylor,"excel, accounting, risk analysi, sql, power bi",Entry Level,3,Data processing manager,Carter and Sons,Berlin,"excel, sql",Entry Level,147000.0,Finance,0.2943,0.2652,1.0,True
Scott Miller,"forecasting, financial modeling, excel, tableau, budgeting",Entry Level,1,Landscape architect,Green-Brooks,New York,"financial modeling, excel",Entry Level,78000.0,Finance,0.3517,0.314,1.0,True
Scott Miller,"forecasting, financial modeling, excel, tableau, budgeting",Entry Level,2,Financial adviser,Delacruz-Cohen,Toronto,"excel, financial modeling",Entry Level,147000.0,Finance,0.3517,0.314,1.0,True
Scott Miller,"forecasting, financial modeling, excel, tableau, budgeting",Entry Level,3,"Administrator, education","Cooper, Cole and Garner",Berlin,"financial modeling, excel",Entry Level,55000.0,Finance,0.3517,0.314,1.0,True
Jonathon Ryan,"tableau, sql, excel, risk analysis, valuation",Senior Level,1,Meteorologist,Gallegos-Hayden,Bangalore,"sql, excel, risk analysis",Senior Level,78000.0,Finance,0.4704,0.4149,1.0,True
Jonathon Ryan,"tableau, sql, excel, risk analysis, valuation",Senior Level,2,Firefighter,Robertson Group,Sydney,"sql, risk analysis, excel",Senior Level,103000.0,Finance,0.4704,0.4149,1.0,True
Jonathon Ryan,"tableau, sql, excel, risk analysis, valuation",Senior Level,3,Company secretary,Martin-Edwards,Bangalore,"excel, risk analysis, sql",Senior Level,139000.0,Finance,0.4704,0.4149,1.0,True
Lisa Cooper,"power bi, risk analysis, forecasting, accounting, budgeting",Entry Level,1,"Therapist, art","Berger, Allen and Rojas",Sydney,risk analysis,Entry Level,86000.0,Finance,0.2239,0.2053,1.0,True
Lisa Cooper,"power bi, risk analysis, forecasting, accounting, budgeting",Entry Level,2,Marketing executive,Dickson Inc,London,risk analysis,Entry Level,100000.0,Finance,0.2239,0.2053,1.0,True
Lisa Cooper,"power bi, risk analysis, forecasting, accounting, budgeting",Entry Level,3,Air cabin crew,Miles PLC,Sydney,risk analysis,Entry Level,67000.0,Finance,0.2239,0.2053,1.0,True
Rachel Hammond,"valuation, forecasting, accounting, excel, sql",Mid Level,1,Community education officer,Mcguire Ltd,New York,"excel, sql",Mid Level,144000.0,Finance,0.3264,0.2924,1.0,True
Rachel Hammond,"valuation, forecasting, accounting, excel, sql",Mid Level,2,Science writer,Baker LLC,San Francisco,"sql, excel",Mid Level,75000.0,Finance,0.3264,0.2924,1.0,True
Rachel Hammond,"valuation, forecasting, accounting, excel, sql",Mid Level,3,TEFL teacher,"Gallagher, Delacruz and Hoover",Bangalore,"excel, sql",Mid Level,105000.0,Finance,0.3264,0.2924,1.0,True
Steven Neal,"power bi, budgeting, tableau, accounting, sql",Mid Level,1,Radiation protection practitioner,"Jones, Rojas and Jackson",San Francisco,sql,Mid Level,54000.0,Finance,0.1921,0.1783,1.0,True
Steven Neal,"power bi, budgeting, tableau, accounting, sql",Mid Level,2,Primary school teacher,Peterson Inc,London,sql,Mid Level,106000.0,Finance,0.1921,0.1783,1.0,True
Steven Neal,"power bi, budgeting, tableau, accounting, sql",Mid Level,3,Speech and language therapist,Rivera-French,Bangalore,sql,Mid Level,65000.0,Software,0.1921,0.1783,1.0,True
Robert Ruiz,"budgeting, accounting, power bi, excel, valuation",Entry Level,1,"Doctor, hospital",Stephenson and Sons,Toronto,excel,Entry Level,109000.0,Finance,0.2235,0.205,1.0,True
Robert Ruiz,"budgeting, accounting, power bi, excel, valuation",Entry Level,2,Artist,"Richardson, Cooley and Forbes",London,excel,Entry Level,108000.0,Finance,0.2235,0.205,1.0,True
Robert Ruiz,"budgeting, accounting, power bi, excel, valuation",Entry Level,3,Geophysicist/field seismologist,"Anderson, Rodriguez and Fields",Bangalore,excel,Entry Level,80000.0,Finance,0.2235,0.205,1.0,True
Charles Ramirez,"financial modeling, forecasting, valuation, power bi, risk analysis",Mid Level,1,Location manager,Torres-Thompson,Sydney,"risk analysis, financial modeling",Mid Level,44000.0,Finance,0.3498,0.3123,1.0,True
Charles Ramirez,"financial modeling, forecasting, valuation, power bi, risk analysis",Mid Level,2,Chief of Staff,Brown-Mcgrath,Bangalore,"financial modeling, risk analysis",Mid Level,52000.0,Finance,0.3498,0.3123,1.0,True
Charles Ramirez,"financial modeling, forecasting, valuation, power bi, risk analysis",Mid Level,3,Scientific laboratory technician,Harris-Golden,New York,"risk analysis, financial modeling",Mid Level,98000.0,Finance,0.3498,0.3123,1.0,True
Jaime Mora,"power bi, accounting, tableau, risk analysis, valuation",Senior Level,1,"Programmer, applications",Mathis-Robertson,Sydney,risk analysis,Senior Level,45000.0,Finance,0.2236,0.205,1.0,True
Jaime Mora,"power bi, accounting, tableau, risk analysis, valuation",Senior Level,2,"Nurse, adult",Gomez-Collins,San Francisco,risk analysis,Senior Level,92000.0,Finance,0.2236,0.205,1.0,True
Jaime Mora,"power bi, accounting, tableau, risk analysis, valuation",Senior Level,3,"Engineer, production",Bailey and Sons,Sydney,risk analysis,Senior Level,55000.0,Finance,0.2236,0.205,1.0,True
Alexandra Howell,"sql, tableau, budgeting, forecasting, excel",Mid Level,1,Community education officer,Mcguire Ltd,New York,"excel, sql",Mid Level,144000.0,Finance,0.3281,0.2939,1.0,True
Alexandra Howell,"sql, tableau, budgeting, forecasting, excel",Mid Level,2,Science writer,Baker LLC,San Francisco,"sql, excel",Mid Level,75000.0,Finance,0.3281,0.2939,1.0,True
Alexandra Howell,"sql, tableau, budgeting, forecasting, excel",Mid Level,3,TEFL teacher,"Gallagher, Delacruz and Hoover",Bangalore,"excel, sql",Mid Level,105000.0,Finance,0.3281,0.2939,1.0,True
Tina White,"excel, risk analysis, budgeting, valuation, accounting",Entry Level,1,"Production assistant, radio",Thompson-Silva,Toronto,"risk analysis, excel",Entry Level,127000.0,Finance,0.3513,0.3136,1.0,True
Tina White,"excel, risk analysis, budgeting, valuation, accounting",Entry Level,2,"Administrator, charities/voluntary organisations",Garcia-Martin,London,"excel, risk analysis",Entry Level,119000.0,Finance,0.3513,0.3136,1.0,True
Tina White,"excel, risk analysis, budgeting, valuation, accounting",Entry Level,3,Broadcast presenter,"Meyers, Lee and Castro",San Francisco,"excel, risk analysis",Entry Level,40000.0,Finance,0.3513,0.3136,1.0,True
John Chaney,"sql, budgeting, forecasting, valuation, risk analysis",Entry Level,1,Electronics engineer,Smith-Johnson,New York,"risk analysis, sql",Entry Level,130000.0,Finance,0.3276,0.2934,1.0,True
John Chaney,"sql, budgeting, forecasting, valuation, risk analysis",Entry Level,2,Mudlogger,Mosley and Sons,San Francisco,"sql, risk analysis",Entry Level,47000.0,Finance,0.3276,0.2934,1.0,True
John Chaney,"sql, budgeting, forecasting, valuation, risk analysis",Entry Level,3,Higher education lecturer,Marshall Inc,Berlin,"sql, risk analysis",Entry Level,44000.0,Finance,0.3276,0.2934,1.0,True
Alexis Baker,"forecasting, financial modeling, excel, tableau, power bi",Entry Level,1,Landscape architect,Green-Brooks,New York,"financial modeling, excel",Entry Level,78000.0,Finance,0.3505,0.3129,1.0,True
Alexis Baker,"forecasting, financial modeling, excel, tableau, power bi",Entry Level,2,Financial adviser,Delacruz-Cohen,Toronto,"excel, financial modeling",Entry Level,147000.0,Finance,0.3505,0.3129,1.0,True
Alexis Baker,"forecasting, financial modeling, excel, tableau, power bi",Entry Level,3,"Administrator, education","Cooper, Cole and Garner",Berlin,"financial modeling, excel",Entry Level,55000.0,Finance,0.3505,0.3129,1.0,True
Traci Anderson,"tableau, valuation, excel, power b, accounting",Entry Level,1,Contracting civil engineer,"Johnson, Gilbert and Malone",London,excel,Entry Level,59000.0,Finance,0.2012,0.1861,1.0,True
Traci Anderson,"tableau, valuation, excel, power b, accounting",Entry Level,2,Television floor manager,Holland Inc,Berlin,excel,Entry Level,143000.0,Finance,0.2012,0.1861,1.0,True
Traci Anderson,"tableau, valuation, excel, power b, accounting",Entry Level,3,Administrator,Lopez LLC,Sydney,excel,Entry Level,95000.0,Finance,0.2012,0.1861,1.0,True
David Blair,"accounting, sql, tableau, valuation, financial modeling",Entry Level,1,Forest/woodland manager,Dominguez-Nelson,Berlin,"sql, financial modeling",Entry Level,102000.0,Finance,0.3293,0.2949,1.0,True
David Blair,"accounting, sql, tableau, valuation, financial modeling",Entry Level,2,Armed forces training and education officer,Nichols-Green,Sydney,"financial modeling, sql",Entry Level,121000.0,Finance,0.3293,0.2949,1.0,True
David Blair,"accounting, sql, tableau, valuation, financial modeling",Entry Level,3,Materials engineer,Phillips LLC,London,"financial modeling, sql",Entry Level,53000.0,Finance,0.3293,0.2949,1.0,True
Rodney Meyer,"risk analysis, forecasting, power bi, financial modeling, tableau",Entry Level,1,"Administrator, arts",Macias-Matthews,Sydney,"financial modeling, risk analysis",Entry Level,109000.0,Finance,0.3509,0.3133,1.0,True
Rodney Meyer,"risk analysis, forecasting, power bi, financial modeling, tableau",Entry Level,2,"Surveyor, quantity",Swanson-White,Sydney,"financial modeling, risk analysis",Entry Level,58000.0,Finance,0.3509,0.3133,1.0,True
Rodney Meyer,"risk analysis, forecasting, power bi, financial modeling, tableau",Entry Level,3,Personnel officer,"Moss, Carpenter and Daniels",Berlin,"financial modeling, risk analysis",Entry Level,127000.0,Finance,0.3509,0.3133,1.0,True
Kathleen Nguyen,"power bi, forecasting, budgeting, valuation, excel",Senior Level,1,Research scientist (medical),Fernandez and Sons,Sydney,excel,Senior Level,130000.0,Finance,0.2226,0.2042,1.0,True
Kathleen Nguyen,"power bi, forecasting, budgeting, valuation, excel",Senior Level,2,"Education officer, environmental",Guzman-Bailey,Berlin,excel,Senior Level,117000.0,Finance,0.2226,0.2042,1.0,True
Kathleen Nguyen,"power bi, forecasting, budgeting, valuation, excel",Senior Level,3,Product manager,Brown-Espinoza,New York,excel,Senior Level,59000.0,Finance,0.2226,0.2042,1.0,True
Maria Murray,"valuation, accounting, budgeting, financial modeling, excel",Entry Level,1,Landscape architect,Green-Brooks,New York,"financial modeling, excel",Entry Level,78000.0,Finance,0.3523,0.3144,1.0,True
Maria Murray,"valuation, accounting, budgeting, financial modeling, excel",Entry Level,2,Financial adviser,Delacruz-Cohen,Toronto,"excel, financial modeling",Entry Level,147000.0,Finance,0.3523,0.3144,1.0,True
Maria Murray,"valuation, accounting, budgeting, financial modeling, excel",Entry Level,3,"Administrator, education","Cooper, Cole and Garner",Berlin,"financial modeling, excel",Entry Level,55000.0,Finance,0.3523,0.3144,1.0,True
Aaron Roy,"budgeting, accounting, power bi, sql, financial modeling",Entry Level,1,Forest/woodland manager,Dominguez-Nelson,Berlin,"sql, financial modeling",Entry Level,102000.0,Finance,0.331,0.2964,1.0,True
Aaron Roy,"budgeting, accounting, power bi, sql, financial modeling",Entry Level,2,Armed forces training and education officer,Nichols-Green,Sydney,"financial modeling, sql",Entry Level,121000.0,Finance,0.331,0.2964,1.0,True
Aaron Roy,"budgeting, accounting, power bi, sql, financial modeling",Entry Level,3,Materials engineer,Phillips LLC,London,"financial modeling, sql",Entry Level,53000.0,Finance,0.331,0.2964,1.0,True
Tony Whitney,"tableau, financial modeling, valuation, forecasting, accounting",Senior Level,1,"Engineer, aeronautical",Richard LLC,San Francisco,financial modeling,Senior Level,84000.0,Finance,0.2243,0.2057,1.0,True
Tony Whitney,"tableau, financial modeling, valuation, forecasting, accounting",Senior Level,2,Tax adviser,Vasquez-Harris,Toronto,financial modeling,Senior Level,49000.0,Finance,0.2243,0.2057,1.0,True
Tony Whitney,"tableau, financial modeling, valuation, forecasting, accounting",Senior Level,3,Chartered loss adjuster,Wiggins-Baker,London,financial modeling,Senior Level,117000.0,Finance,0.2243,0.2057,1.0,True
Carla Solomon,"accounting, tableau, forecasting, power bi, financial modeling",Senior Level,1,"Engineer, aeronautical",Richard LLC,San Francisco,financial modeling,Senior Level,84000.0,Finance,0.2247,0.206,1.0,True
Carla Solomon,"accounting, tableau, forecasting, power bi, financial modeling",Senior Level,2,Tax adviser,Vasquez-Harris,Toronto,financial modeling,Senior Level,49000.0,Finance,0.2247,0.206,1.0,True
Carla Solomon,"accounting, tableau, forecasting, power bi, financial modeling",Senior Level,3,Chartered loss adjuster,Wiggins-Baker,London,financial modeling,Senior Level,117000.0,Finance,0.2247,0.206,1.0,True
Wesley Nicholson,"budgeting, valuation, forecasting, tableau, power bi",Mid Level,1,Agricultural engineer,Miller LLC,Sydney,react,Mid Level,130000.0,Software,0.0,0.015,0.0,True
Wesley Nicholson,"budgeting, valuation, forecasting, tableau, power bi",Mid Level,2,Pharmacologist,Johnson and Sons,San Francisco,"sales, customer service",Mid Level,40000.0,Retail,0.0,0.015,0.0,True
Wesley Nicholson,"budgeting, valuation, forecasting, tableau, power bi",Mid Level,3,Higher education careers adviser,Hawkins-Jordan,London,research,Mid Level,52000.0,Education,0.0,0.015,0.0,True
Kenneth King,"sql, power bi, valuation, budgetin, risk analysis",Mid Level,1,Radio producer,"Harris, Johnson and Price",Toronto,"sql, risk analysis",Mid Level,124000.0,Finance,0.2938,0.2647,1.0,True
Kenneth King,"sql, power bi, valuation, budgetin, risk analysis",Mid Level,2,Site engineer,Shields-Booth,Toronto,"sql, risk analysis",Mid Level,104000.0,Finance,0.2938,0.2647,1.0,True
Kenneth King,"sql, power bi, valuation, budgetin, risk analysis",Mid Level,3,Theatre manager,Mcdonald Inc,London,"risk analysis, sql",Mid Level,49000.0,Finance,0.2938,0.2647,1.0,True
Joseph Barrett,"accounting, financial modeling, risk analysis, forecasting, budgeting",Mid Level,1,Location manager,Torres-Thompson,Sydney,"risk analysis, financial modeling",Mid Level,44000.0,Finance,0.3524,0.3146,1.0,True
Joseph Barrett,"accounting, financial modeling, risk analysis, forecasting, budgeting",Mid Level,2,Chief of Staff,Brown-Mcgrath,Bangalore,"financial modeling, risk analysis",Mid Level,52000.0,Finance,0.3524,0.3146,1.0,True
Joseph Barrett,"accounting, financial modeling, risk analysis, forecasting, budgeting",Mid Level,3,Scientific laboratory technician,Harris-Golden,New York,"risk analysis, financial modeling",Mid Level,98000.0,Finance,0.3524,0.3146,1.0,True
Andrew Becker,"risk analysis, forecasting, tableau, accounting, sql",Mid Level,1,Biomedical engineer,Rowe-White,Sydney,"risk analysis, sql",Mid Level,81000.0,Finance,0.3279,0.2937,1.0,True
Andrew Becker,"risk analysis, forecasting, tableau, accounting, sql",Mid Level,2,Ergonomist,"Gross, Leon and Terry",Bangalore,"sql, risk analysis",Mid Level,51000.0,Finance,0.3279,0.2937,1.0,True
Andrew Becker,"risk analysis, forecasting, tableau, accounting, sql",Mid Level,3,Primary school teacher,"Phillips, Guzman and Brewer",San Francisco,"risk analysis, sql",Mid Level,148000.0,Finance,0.3279,0.2937,1.0,True
Antonio Harding,"power bi, tableau, risk analysis, forecasting, exce",Senior Level,1,"Programmer, applications",Mathis-Robertson,Sydney,risk analysis,Senior Level,45000.0,Finance,0.2043,0.1886,1.0,True
Antonio Harding,"power bi, tableau, risk analysis, forecasting, exce",Senior Level,2,"Nurse, adult",Gomez-Collins,San Francisco,risk analysis,Senior Level,92000.0,Finance,0.2043,0.1886,1.0,True
Antonio Harding,"power bi, tableau, risk analysis, forecasting, exce",Senior Level,3,"Engineer, production",Bailey and Sons,Sydney,risk analysis,Senior Level,55000.0,Finance,0.2043,0.1886,1.0,True
Erika Hughes,"budgeting, financial modelin, risk analysis, accounting, tableau",Entry Level,1,"Therapist, art","Berger, Allen and Rojas",Sydney,risk analysis,Entry Level,86000.0,Finance,0.2074,0.1913,1.0,True
Erika Hughes,"budgeting, financial modelin, risk analysis, accounting, tableau",Entry Level,2,Marketing executive,Dickson Inc,London,risk analysis,Entry Level,100000.0,Finance,0.2074,0.1913,1.0,True
Erika Hughes,"budgeting, financial modelin, risk analysis, accounting, tableau",Entry Level,3,Air cabin crew,Miles PLC,Sydney,risk analysis,Entry Level,67000.0,Finance,0.2074,0.1913,1.0,True
Elizabeth Lynch,"excel, tableau, budgetin, sql, risk analysis",Entry Level,1,Financial trader,Carter Inc,San Francisco,"excel, risk analysis, sql",Entry Level,74000.0,Finance,0.411,0.3643,1.0,True
Elizabeth Lynch,"excel, tableau, budgetin, sql, risk analysis",Entry Level,2,Company secretary,"Baker, Henry and Meza",London,"risk analysis, sql, excel",Entry Level,136000.0,Finance,0.411,0.3643,1.0,True
Elizabeth Lynch,"excel, tableau, budgetin, sql, risk analysis",Entry Level,3,Civil Service fast streamer,"Schneider, Williams and Shaw",London,"sql, excel, risk analysis",Entry Level,134000.0,Finance,0.411,0.3643,1.0,True
Jonathan Chen,,Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015,0.0,True
Jonathan Chen,,Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015,0.0,True
Jonathan Chen,,Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015,0.0,True
Juan David,"accounting, financial modeling, excel, power bi, tableau",Senior Level,1,Animal nutritionist,Daniel-Martin,Berlin,"financial modeling, excel",Senior Level,80000.0,Finance,0.3521,0.3143,1.0,True
Juan David,"accounting, financial modeling, excel, power bi, tableau",Senior Level,2,"Lecturer, higher education","Ford, Middleton and Simmons",London,"excel, financial modeling",Senior Level,76000.0,Finance,0.3521,0.3143,1.0,True
Juan David,"accounting, financial modeling, excel, power bi, tableau",Senior Level,3,Cytogeneticist,Walters-Wallace,Berlin,"excel, financial modeling",Senior Level,72000.0,Finance,0.3521,0.3143,1.0,True
Calvin Braun,"valuation, financial modeling, forecasting, budgeting, power bi",Mid Level,1,"Designer, furniture",French Group,New York,financial modeling,Mid Level,120000.0,Finance,0.2245,0.2059,1.0,True
Calvin Braun,"valuation, financial modeling, forecasting, budgeting, power bi",Mid Level,2,"Education officer, community",Hart-Hansen,Sydney,financial modeling,Mid Level,143000.0,Finance,0.2245,0.2059,1.0,True
Calvin Braun,"valuation, financial modeling, forecasting, budgeting, power bi",Mid Level,3,Counsellor,"Sanchez, Duncan and Campos",London,financial modeling,Mid Level,147000.0,Finance,0.2245,0.2059,1.0,True
Anthony Gonzalez,"risk analysis, budgeting, valuation, financial modeling, sql",Entry Level,1,Hospital doctor,"Scott, Davis and Robinson",Toronto,"financial modeling, sql, risk analysis",Entry Level,83000.0,Finance,0.4734,0.4174,1.0,True
Anthony Gonzalez,"risk analysis, budgeting, valuation, financial modeling, sql",Entry Level,2,Land/geomatics surveyor,Morse-Robinson,London,"risk analysis, financial modeling, sql",Entry Level,119000.0,Finance,0.4734,0.4174,1.0,True
Anthony Gonzalez,"risk analysis, budgeting, valuation, financial modeling, sql",Entry Level,3,Hospital doctor,"Arnold, Brown and Mccoy",Berlin,"financial modeling, risk analysis, sql",Entry Level,68000.0,Finance,0.4734,0.4174,1.0,True
Troy Ford,"budgeting, tableau, power bi, accounting, financial modeling",Mid Level,1,"Designer, furniture",French Group,New York,financial modeling,Mid Level,120000.0,Finance,0.226,0.2071,1.0,True
Troy Ford,"budgeting, tableau, power bi, accounting, financial modeling",Mid Level,2,"Education officer, community",Hart-Hansen,Sydney,financial modeling,Mid Level,143000.0,Finance,0.226,0.2071,1.0,True
Troy Ford,"budgeting, tableau, power bi, accounting, financial modeling",Mid Level,3,Counsellor,"Sanchez, Duncan and Campos",London,financial modeling,Mid Level,147000.0,Finance,0.226,0.2071,1.0,True
Amy Martin,"budgeting, power bi, financial modeling, forecasting, sql",Mid Level,1,Structural engineer,"Lee, Rangel and Moore",San Francisco,"sql, financial modeling",Mid Level,63000.0,Finance,0.3294,0.295,1.0,True
Amy Martin,"budgeting, power bi, financial modeling, forecasting, sql",Mid Level,2,Race relations officer,Lopez-Rhodes,London,"financial modeling, sql",Mid Level,149000.0,Finance,0.3294,0.295,1.0,True
Amy Martin,"budgeting, power bi, financial modeling, forecasting, sql",Mid Level,3,Insurance claims handler,"Smith, Smith and Jacobs",Berlin,"financial modeling, sql",Mid Level,88000.0,Finance,0.3294,0.295,1.0,True
Kristen Cooper,"financial modeling, tableau, power bi, valuation, accounting",Entry Level,1,Intelligence analyst,Romero Ltd,Berlin,financial modeling,Entry Level,69000.0,Finance,0.2249,0.2062,1.0,True
Kristen Cooper,"financial modeling, tableau, power bi, valuation, accounting",Entry Level,2,Interior and spatial designer,Torres LLC,London,financial modeling,Entry Level,47000.0,Finance,0.2249,0.2062,1.0,True
Kristen Cooper,"financial modeling, tableau, power bi, valuation, accounting",Entry Level,3,Outdoor activities/education manager,"Nelson, Thomas and Drake",London,financial modeling,Entry Level,43000.0,Finance,0.2249,0.2062,1.0,True
Thomas Rice,"risk analysis, budgeting, financial modeling, valuation, sql",Entry Level,1,Hospital doctor,"Scott, Davis and Robinson",Toronto,"financial modeling, sql, risk analysis",Entry Level,83000.0,Finance,0.4734,0.4174,1.0,True
Thomas Rice,"risk analysis, budgeting, financial modeling, valuation, sql",Entry Level,2,Land/geomatics surveyor,Morse-Robinson,London,"risk analysis, financial modeling, sql",Entry Level,119000.0,Finance,0.4734,0.4174,1.0,True
Thomas Rice,"risk analysis, budgeting, financial modeling, valuation, sql",Entry Level,3,Hospital doctor,"Arnold, Brown and Mccoy",Berlin,"financial modeling, risk analysis, sql",Entry Level,68000.0,Finance,0.4734,0.4174,1.0,True
Amanda Wood,"forecasting, valuation, risk analysis, excel, accounting",Entry Level,1,"Production assistant, radio",Thompson-Silva,Toronto,"risk analysis, excel",Entry Level,127000.0,Finance,0.3489,0.3116,1.0,True
Amanda Wood,"forecasting, valuation, risk analysis, excel, accounting",Entry Level,2,"Administrator, charities/voluntary organisations",Garcia-Martin,London,"excel, risk analysis",Entry Level,119000.0,Finance,0.3489,0.3116,1.0,True
Amanda Wood,"forecasting, valuation, risk analysis, excel, accounting",Entry Level,3,Broadcast presenter,"Meyers, Lee and Castro",San Francisco,"excel, risk analysis",Entry Level,40000.0,Finance,0.3489,0.3116,1.0,True
Michele Hancock,"risk analysis, accounting, budgeting, valuation, power bi",Mid Level,1,Insurance underwriter,"Wilson, Becker and Griffin",London,risk analysis,Mid Level,69000.0,Finance,0.2241,0.2055,1.0,True
Michele Hancock,"risk analysis, accounting, budgeting, valuation, power bi",Mid Level,2,Diplomatic Services operational officer,Thompson LLC,Sydney,risk analysis,Mid Level,100000.0,Finance,0.2241,0.2055,1.0,True
Michele Hancock,"risk analysis, accounting, budgeting, valuation, power bi",Mid Level,3,Operational researcher,Graves LLC,Bangalore,risk analysis,Mid Level,49000.0,Finance,0.2241,0.2055,1.0,True
Alan Moore,"financial modeling, risk analysis, budgeting, accounting, excel",Mid Level,1,Media buyer,Diaz-Hughes,San Francisco,"excel, risk analysis, financial modeling",Mid Level,54000.0,Finance,0.4936,0.4345,1.0,True
Alan Moore,"financial modeling, risk analysis, budgeting, accounting, excel",Mid Level,2,Theatre director,Castillo-Mcdonald,London,"risk analysis, financial modeling, excel",Mid Level,139000.0,Finance,0.4936,0.4345,1.0,True
Alan Moore,"financial modeling, risk analysis, budgeting, accounting, excel",Mid Level,3,"Surveyor, land/geomatics","Cooper, Mays and Gay",New York,"risk analysis, excel, financial modeling",Mid Level,109000.0,Finance,0.4936,0.4345,1.0,True
Aaron Mcclure,"accounting, sql, tableau, excel, financial modeling",Senior Level,1,"Engineer, building services","Joseph, Hunt and Garrett",Bangalore,"excel, sql, financial modeling",Senior Level,54000.0,Finance,0.4737,0.4176,1.0,True
Aaron Mcclure,"accounting, sql, tableau, excel, financial modeling",Senior Level,2,"Pharmacist, hospital",Serrano-Lopez,Toronto,"financial modeling, sql, excel",Senior Level,105000.0,Finance,0.4737,0.4176,1.0,True
Aaron Mcclure,"accounting, sql, tableau, excel, financial modeling",Senior Level,3,Recycling officer,Davis-Thompson,Sydney,"excel, sql, financial modeling",Senior Level,119000.0,Finance,0.4737,0.4176,1.0,True
Mr. Joseph Price,"budgeting, power bi, tableau, forecasting, sql",Entry Level,1,Museum/gallery curator,Meyer and Sons,Sydney,sql,Entry Level,46000.0,Software,0.1914,0.1777,1.0,True
Mr. Joseph Price,"budgeting, power bi, tableau, forecasting, sql",Entry Level,2,"Designer, jewellery",Powell-May,Toronto,sql,Entry Level,103000.0,Software,0.1914,0.1777,1.0,True
Mr. Joseph Price,"budgeting, power bi, tableau, forecasting, sql",Entry Level,3,Barrister's clerk,Jones-Brown,San Francisco,sql,Entry Level,50000.0,Finance,0.1914,0.1777,1.0,True
Michael Smith,"financial modeling, power bi, sql, forecasting, budgeting",Entry Level,1,Forest/woodland manager,Dominguez-Nelson,Berlin,"sql, financial modeling",Entry Level,102000.0,Finance,0.3294,0.295,1.0,True
Michael Smith,"financial modeling, power bi, sql, forecasting, budgeting",Entry Level,2,Armed forces training and education officer,Nichols-Green,Sydney,"financial modeling, sql",Entry Level,121000.0,Finance,0.3294,0.295,1.0,True
Michael Smith,"financial modeling, power bi, sql, forecasting, budgeting",Entry Level,3,Materials engineer,Phillips LLC,London,"financial modeling, sql",Entry Level,53000.0,Finance,0.3294,0.295,1.0,True
Amber Taylor,"risk analysis, sql, power bi, financial modeling, accounting",Senior Level,1,"Education officer, environmental",Wallace-Gordon,Berlin,"risk analysis, sql, financial modeling",Senior Level,95000.0,Finance,0.4736,0.4176,1.0,True
Amber Taylor,"risk analysis, sql, power bi, financial modeling, accounting",Senior Level,2,"Teacher, early years/pre",Norris-Mckee,Berlin,"risk analysis, financial modeling, sql",Senior Level,69000.0,Finance,0.4736,0.4176,1.0,True
Amber Taylor,"risk analysis, sql, power bi, financial modeling, accounting",Senior Level,3,Training and development officer,Griffith-Burnett,San Francisco,"financial modeling, risk analysis, sql",Senior Level,76000.0,Finance,0.4736,0.4176,1.0,True
Cynthia Martin,"power bi, excel, financial modeling, forecasting, sql",Mid Level,1,Armed forces operational officer,"Schroeder, Ray and Miller",New York,"sql, financial modeling, excel",Mid Level,93000.0,Finance,0.4703,0.4147,1.0,True
Cynthia Martin,"power bi, excel, financial modeling, forecasting, sql",Mid Level,2,Materials engineer,"Diaz, Adams and Sparks",Sydney,"sql, excel, financial modeling",Mid Level,147000.0,Finance,0.4703,0.4147,1.0,True
Cynthia Martin,"power bi, excel, financial modeling, forecasting, sql",Mid Level,3,Barista,Collins-Reyes,San Francisco,"excel, financial modeling, sql",Mid Level,74000.0,Finance,0.4703,0.4147,1.0,True
